id,message,original,genre
3691,"it by Christoph avenue channel, we are dying of hunger. ",e pa avni christof chanel : grangou ap touye nou,direct
3692,"In Mose Alley, pass by Cristo Chanel in Carrefour. Hunger, thirst and dew are kiling us. ","NAN RIYEL MOISE PASE PA KRISTO CHANEL NAN KAFOU, GRANGOU SWAF DLO, SEREN AP TOUYE NOU",direct
3693,"Leogane is hardly hit, we need water and food ",Leogane pi w frape nou bezwen dlo ak manje,direct
3694,Throw me in the ocean because I cannot take this rout/road (in life) all by myself. ,Lonje m lanmen paske mwen pap ka f chimen an pou kont mwen.,direct
3695,"I have many problems. I live at Delma. My house is destroyed. We lost our mother, my entire family. ",Mwen gen poblem anpil mwen abite delma kay mwen kwaze ou pedi manman ou tout fanmi m yo,direct
3696,The price of gas before the earthquake was 130 gourdes/gallon. Price is now 5000 gourdes/gallon/ ,4636 : Pri gaz tounen men jan l te ye avan tranbleman te-a - 130gd/galon ofisyel. Pri a te rive 5000 gd/galon,direct
3698,"The initial earthquake did a lot of damage in this area/zone, we are asking for emergency aid. ",INT CEYIS F ANPIL DEGA NAN ZON SA NAP MANDE POU KOMITE DIJANS LAN,direct
3699,I have not received any response from my message. Thanks ,apa nou pa voye repons mesaj pou mwen,direct
3700,WHAT CAN A PSYCHOLOGIST DO OR WORK TO AID IN THE EFFORT?(IN HAITI NOW) ,Ki demach pou 1 psicolog travay nan aide yo,direct
3701,I never find/receive any help that has been sent to Haiti. ,Mwen pa janm jwenn anyen nan ed yo voye pou AYITI a.,direct
3702,I need your help concerning the damage that occurred in Haiti ,J ai besion votre aide consernant les degats qui ont t arrives ha,direct
3703,.. and all those still under the ruble. thank you ,tre yo e tout sak anba dekonm yo toujou. Mesi,direct
3704,I wish the Haitian people good luck. ,Je souhaite le peuple haitien bonne chance.,direct
3705,The people of Delmas 75 ask for help - food and water. ,Moun delmas 75 mande ed manje ak dlo,direct
3706,iNFORMATION WE NEED TO KNOW: WAS THE COLLEGE OF SAINT ANNE MARIE DESTROYED? (ANSWER IS YES PER REPORTS) ,Enfomasyon nou dwe konnen  Eske lekol kolej marie anne kraze?mesi,direct
3707,I'm begging you please help me. My situation is very critical. ,Tanpri edem souple paske si- tyasyon mwen kritik anpil.,direct
3708,"We live in L'Acul Petit-Goave #1 We need food, and tent please. Please take our case in consideration because we are dying. ","Adres : lakil Petigwav # 1, Objektif : demand d manje, kote pou n demi. Silvoupl nap mande n pou n pran ka nou ankonsekan paske nou pa kap ank, tout tib",direct
3709,pleas send me a number that i can contact to find mediacal aid and other forms of aid. ,Svp voye yon nimero ke mwen ka kontakte pou n ka jwen n ed medikal ak lot ed nou ka jwenn,direct
3710,"If a distribution is going to be done, won't Mole St-Nicolas not get anything? ",si ta gen yon distribisyon kap fet eske mol sen nikola pap jwenn,direct
3711,"Our house is destroyed, we are hungry. Please find a way to get help to us. ",KAY NOU KRASE NOU GRANGOU FE YON JAN POU NOU,direct
3714,"If there is rain, will the water table (water source) be contaminated and make people sick ",Eske le lapli ton b dlo yo pap kontamine ak maladi reps.,direct
3715,"I have lots of problems, my Digicel is down, all the others died. My address is Charpentier, in Les Cayes ",Mwen gen anpil problem digicel mwen lage san agnen toute lot yo mouri adres charpentie okay,direct
3716,THEY SAY WE ARE UNDER AMERICAN OCCUPATION. IS IT TRUE? ,yo di Ameriken mete nou sou okipasyon. Eske se vre?,direct
3717,Information on land tremors (instability) ,Information sur tremblement de terre,direct
3718,We're in Kenscoff. We're victims. We need help. ,Nou nan kenscoff nou sinistre nou bezwen ed.,direct
3719,WE DO NOT HAVE CLOTHES TO WEAR. OUR HOME IS DESTROYED. WE ARE IN KENSCOFF AROUND VIARD. ,"Nou pa gen rad pou n met sou nou kay nou kraze, nan kenscoff zon viard.",direct
3720,"We need food,tents,water..we are in Alix Roi Street,Imp Champagne. ",Nou vle manje dlo tant ruelle alix roi impasse champagne,direct
3721,If a house is not cracked can we go inside it? ,Si yon kay pa fisire eske w ka entre ladann,direct
3722,I would like to know the (minista) telephone ,Mwen ta renmen konnen telefon minista,direct
3723,Work has begun in Saint Luis already? Because life is impassable in the captial but even more so in the other departments. ,"Le travail est dj commenc  Saint-Luis ?, car la vie est impermable non seulement  cette capitale mais surtout les autres departements.",direct
3724,We need help at delmas 75 across from kiskeya christian school. Tank u! ,We need help at delmas 75 across from kiskeya christian school. Tank u!,direct
3725,We are dying of hunger in Anse  Veau ,Nap mouri pala fin nan an savo,direct
3726,you want to know if we are not victims ,ou ta renmen konen si nou pat viktim tou nou menn.,direct
3727,"Social workers are needed to help victims in Port-au-Prince, Gressier, Leogane, Petit-Goave,and Jacmel ","Il faut des animateurs sociaux pour aider les victimes de por-au-princes, gressier, leogane, petit-goave et jacmel.",direct
3728,Address is Champs de Mars in Dessalines. I need help. ,"Champs de mars, place Dessalines besoin d'aide",direct
3729,"I am Pestel, there is no food, there is nothing. We are at Dipi's house, please, we are waiting for you ",Mwen pestel pagen manje pa gen anyen kay dipi nou ye sil te pl nap tann nou,direct
3730,"We need help at Route des Dalles, Carrefour-Feuille area. ",Nou bezwen ed sou dal tanpri i think you,direct
3731,"What time are the earthquakes going to end, because I cannot sleep in the rain again. ","kil tranblemandete sa ap fini, paske mwen paka domi nan seren anko",direct
3732,I would like to know where can I get care? Which hospital? ,Ki kote gen lopital ki ap bay swen,direct
3733,Good evening. I would like to know how is my mother? She is in Port-au-Prince. Can you please help me buy a phone to call her. Please send me a card. Thanks in advance. ,bonswa sil vous ple mwen bezwen pran nouveL MAnman m ki p. au. p mwen pa gen kat fe m zev voye yon ti jat pou mwen kounye a rep mesi davans,direct
3734,"Yesterday afernoon, they found a 16 year old near usen Gera who was still living. ","Y nan apres midi, yo jwenn yon ti moun 16 ans b sen Gera tou vivan.",direct
3735,"and if you don't boil the water and put some other disinfectant in it instead, can you get other problems? ",esi tout fwa ou pata bouyi dlo a ou ta mete lot dezefektan ladan eskew ka gen yn lot pwoblem?,direct
3736,I thank the team that does this good work ,"Mwen remsye ekip saa, kap f bon travay saa.",direct
3737,NOTES: They are requesting that somebody to pass by Butte Boyer #3 They don't have water food and Medicines,Mesaj avek la otorite sil vou ple mezanmi pase nan butte boyer 3 nou pa ka jwenn nouriti tankou dlo manje medikamen voye je gade nou sil vou ple,direct
3738,"Can you please offer a chance to work as a volunteer with any organization, like a crisis management team, as a guide, translator, or to help recover. (employment/volunteer request) ",Can you please give a chance to work as a volunteer WITH ANY Organisation LIKE CMT IT IS CRISIS MANAGEMENT TEAM AS A GUIDE TRANSLATOR OR A HELPER RECOVE,direct
3739,"Salutations, there are people under rubble on Avenue Pan Americaine in total communication. ",Salut gen moun anba dunkonb nan rue panamericaine nan total communication,direct
3740,We are asking for the state to increase the police patroll in the metropolitan area ,NOU MANDE POU INSTANS LETA OGMENTE PATROUY POLIS NAN ZON METROPOLITAINE NAN,direct
3741,"We are in Mon Repos Carrefour, and we never find help. ",Nou nan mon repos nou pa janm jwenn ed kafou,direct
3742,"hi, we are a group of people in the housing centre at Avenue N. We are asking those who are giving if it's only the poeple in the stadium and the people in Champ de Mars, the people .. ","Salut, nou se yon gwoup moun ki nan sit ebgeman nan avni N. Nap mande enstans kap bay d yo si se selman moun nan estad la ak moun sou chann mas, moun bo",direct
3743,"good evening, we are in Hatte, we are victims, we haven't been in contact with anyone to receive aid. Ok ","Bonswa, nan zon nou La Hatte nou sinistre nou pa jwenn pason moun ki ba nou d. Ok.",direct
3744,"Good evening, do a good investigation on the authorities and other Haitians bringing food for the people because they passed through Mirabalais to go and stock food in L'Artibonite. I would hope you .. ","Bonswa, mennen bon ankt sou otorite yo ak lot ayisyen kap pote manje poumoun yo. Paske yo pase pa mibale pou yal stoke manje yo latibonit, mwen ta sweteno",direct
3745,Send the police Jizi (??) a miracle now. ,Voye lapolis jizi mirak kounye a,direct
3746,In Leogane we need shelter and food. ,Nan leogane nou bezwen tant ak manje,direct
3747,"We have 4 people who came from PAP,we dont have much, we need help to keep helping them. ","Nou genyen kat moun ki soti Potoprens, mwayen nou fb. Nou bezwen ed pou kapab kontinye asiste yo.",direct
3749,Wife's passport was in the USA at the time of the earthquake getting her visa renewed and it is still in the USA. (Requesting assistance) ,To whom it may concern : my wife passport was at the U. S to get her visa renew at the time of the earthquake n is still there at the moment n urgently ne,direct
3751,i would like to know all the information regarding the earthquake in Haiti ,Je voudrais savoir tout les informations sur les tramblements de terre en haiti,direct
3752,"SOS, we need Help please. Stop sending messages telling me what to do.we are in the Streets, Alix Roi Street, Champaign Road. ",SOS NOU BEZON AID TANPRI BOUKE VOYE DIM SA POU M FE VOYE ED LA PITO NAN RUE ALIX ROI IMPAS CHAMPAGNE,direct
3753,WHEN WE HAVE MORE AS 20 HOUSES AND 100 OF VICTIMES.. ,LE. NOU RESANSE PLIS KE D 20 KAY ANDOMAJE E D SANTAN VIKTIM STAN D,direct
3754,.. to help the children. I am from Mirebalais in the section of Crte .. ,S POU EDE TI MOUN DMINI YO. MWEN SE MOUN MIBAL SOU SEKSYON KRT BRI,direct
3755,(seemingly truncated) Port-au-Prince. We would like to help these people however possible Ok ,P O PRENS. NOU TAP RENMEN ASISTE MOUN SA YO NAN MEZI KI POSIB. OK,direct
3756,what's up I have not received and answer about the information i requested. ,Sak pase apam pa jwenn repons sou infomasyon m te voye mande a.,direct
3757,"Thank you, Do the specialists still not have any ideas for if a person wants to do construction. ",Mesi eske espesyalis pako gen ide pou si yon moun ta vle konstwi,direct
3758,I am situated in a locality ..? one that is situated in the section leste ,MWEN NAN LOKALITE PENYEN 1 KISITIYE NAN DEZYEM SEKSYON KOMIN LEST,direct
3759,"I asked a question, I haven't gotten a response. ",mwen te poze yon kesyon mwen pa jwenm repons.,direct
3760,"We need food and juice in the Peguy-Ville area, Impasse Erice (Tomorrow). Shalom! Let's live! ","Nou bezwen manje ak ju nan zon Pguy-Ville, Impasse Erice ( Do min ). Shalom! Ann viv!",direct
3761,NOTES: Regular gossip or message sharing. Not an emergency.,"Bonjour! jnfritz ,di odner mouin te re lel mouin pa ka passer. senadge",direct
3762,"People in Poste Marchand are dying of hunger, where can we find water and food if there is no message transmission to the concerned organisations. They have to think of Poste MArchand because they see .. ",Mezanmi moun psmachan ap mouri grangou kikote nap jwen manje ak dlo si pagenyen pasemesaj la ak otorite konsne yo pou yo panse ak psmachan paske yo we,direct
3763,".. the responsible churches to run after Satan. Good lord, praise you. ",ut reskonsab legliz yo pou kouri dey satan. BONDYE beni ou.,direct
3764,I'm a professional plumber and I would like to participate in the reconstruction of the new Haiti. ,Mwen se yon pwofesionel an plombrie mwen ta renmen bay patisipation nan konstriktion nouvel ayiti ma prenn salezien mwen finansye pa yon ong sinouvle mwe,direct
3767,Are Busses continuing to take passengers for free or is it over now? ,Eske otobis yo fini ak zaf transpote moun gratis la.,direct
3769,I'm a professional and want to work as a computer scientist. I'm looking for a job. Thank you. ,Je suis un pofessionel je travailler dans les domains je informaticien et chapant diobe mersi,direct
3770,"Excuse me, this is not you I needed (as in, I called the wrong number) ",Skize m se pa ou mwen bezwen.,direct
3771,With what other means can we utilize how to protect our health. ,Kilt mwayen nou ka itilize poun ka proteje sante nou.,direct
3772,"there's a group of people who are in the catholic church in Sarthe, they need (food?) .. ",GEN YON GROUP MOUN KINAN SAT NAN EGLIZ KATOLIK SAT YO NESE SITE MAN,direct
3774,"How will they manage to verify ig the houses are ok or not. We have been living in the strees, scared to go inside our house, we dont know who to get in touch with to verify for us. ",Ki jan yap fe pou exptize kay yo paske yo di moun pa antwe nou nan lari pa gen kob pou rele yon espesyalis sa nap fe,direct
3775,NOTES: personal request. Not an emergency.,Mwn vle yon ti infomasyon plis tj,direct
3776,I hear the music of block kod we will never forget ,Mwen tande yon misik de blok kod nou pap janm bliye,direct
3777,"The people of Saut D'eau need help, please help them ",TRANSF : Mess : Moun sodo bezwen ed tanpri ede yo.,direct
3778,I'm a victim of the disaster. My home has broken down. Am I allowed to go to the Dominican Republic? I have a Passport. ,Mwen viktim kay mwen kraze eskem ka ale sendomeng mwen gen pasp,direct
3779,I am in the tents at Delmas 29. We have not been helped. We need aid. ,MWEN NAN KAN DELMAS 29 NOU POKO JANM JWENN D,direct
3780,the people of Saut d 'eau need help please help them ,Moun sodo bezwen ed tanpri ede yo.,direct
3781,Hello I need to know what happen to the country ,Bonjou mwen bezwen konnen sakap pase sou peyi a,direct
3782,Does a victim need a passport to go to Santo Domingo? ,eske victim yo bezwen gen paspo pou yo ale sendomeng,direct
3783,Tell me what to do where there is an aftershock ,Di m kisa mwen ka fe nan moman replik yo. Mesi.,direct
3784,is it true that the earthquake will go into the provinces? ,Eske se vre tranbleman de ta a pral travse nan pwovens yo,direct
3785,"my passeport expired how can I have it renewed,I got the stamp already. ",passport mwen expire kijan map fe poum renouvle li mwen te gentan achete timbre deja.,direct
3786,Send me a message so I can know how to protect my head. ,Voye mesaj pou mwen pou m ka konnen koman pou m pwoteje tet mwen.,direct
3787,"What do I have to do, where do I have to go to find medical care? ",Kisa pou m fe pou mwen jwenn swen,direct
3788,Please send us information concerning them. ,Tanpri voye enfomasyon konsne yo pou nou,direct
3789,What are they going to about the elected leaders whose terms are going to end? ,Kisa yap fe pou dirijan manda yo fini yo,direct
3790,what should I do when there is answer people from St Marc will get answer ,"KISAM DWE FE LEGEN REPLIK, ESKE MOUN SAINT MARC AP JWENN REPLIK.",direct
3791,I'm a victim of the disaster. I'd like to have information on the country. ,mwen se yon sinitre m'ta renmen gen enfomasyon sou peyi a,direct
3792,"Please do you know, is the Dominican Consulate open and operating normally? ",SLT ESKE CONSULAT DOMIKEN AN TRAVAY NOMALMAN SVP?,direct
3793,If a person has a visa can they leave for the United States? ,SI YON MOUN GEN VISA ESKE LI KA PATI ETA ZINI,direct
3795,I'm sending you this message to ask for information. ,Je vous fais parvenir ce message en vue de soliciter des informations.,direct
3796,"Can an american come to take his/her spouse with him/her, even if he/she doesn't have a visa? ","ESKE YON AMERIKEN KAB ANTRE VIN PRAN KONJWENL, MENM SIL POKO GEN VIZA",direct
3797,Hello Signal. Thank you for everything that you are doing for us. You know we're in distress and we can't go fight for food. ,Bonjour signal mesi pou tout wap fe pou nou men ou konnen detress ap tue nou paka al govnen pou mange,direct
3798,"Hello, how did the people that were injured, their house broken down have the time to get out of Port-au-Prince? How can I take advantage of that? ",Bonjou koman moun kite blese kay yo kraze yote gentan al an povins koman map f bene fisye,direct
3799,"Signal FM I salut you for the serious work you do fot hte rest of people who are left alive,and the voice of the weak. I ask you the list of names. ","Signal Fm map salye nou pou travay serye sa a nap fe pou ti rs moun ki rete yo, e ou se vwa sak pi fb yo. Sa map mande nou yo di gen yon lis non moun",direct
3800,is it true that people can travel abroad with an expired passport? ,"Alo bonjou mwen tande yon bagay k ap pale, eske se vre yo di moun ka pati avek pasp ki fini yo",direct
3801,Is the epicenter still in Port au Prince? In about how much time will the shaking othe aftershocks stop? Thank you. ,ESKE EPI CENTRE LA TOUJOU PORT AU PRINCE?NAN KOMBYEN TAN KONSA LI KA RETE POUL PA TRANBLE?MERCI,direct
3802,"If a person has a visa to go to the United States, can he leave right away? If yes, are there flights? If yes, where can I buy a ticket? ",SI YON MOUN GEN VISA ESKE LI KA PATI ETA ZINI NAN MOMAN SA EPI KI AVYON KAP VOLE E KIBO NAP JWEN N TIKET POU ACHETE MESI,direct
3803,I want to go to Canada passing through the Dominican Republic. I have a US visa and a Canadian visa. Must I have a Dominican visa as well? ,Je veux aller au Canada en pas- sant par domini cani j'ai 1 visa USet 1 visa cana dien est ce que je dois avoir 1 vi sa dominicain merci.,direct
3805,"Good morning, I would like to know what type of psychological help will be provided for the dtudents and teachers tohelp them adjust with the disaster and resume their daily lives and activities. Thank you. I am awaiting an answer. ","Bonjou, M ta renmen konnen kijan yo ap ankadre pwofesi ak elv yo psikolojigman pou yo reprann aktivite yo nan tan otorite yo ap deside l. Mesi m ap tann repons.",direct
3806,"Senegal. How can I go to Senegal? Please send me the site of the Senegal Embassy. Thank you, I'm waiting for you answer. ",SENEGAL PA KI MWAYEN MWEN KA PASE POUM ALE SENEGAL S. V. P MWEN TA RENMEN GEN SIT ANBASADE SENEGAL LA MESI MAP TANN REPONS OU.,direct
3807,What kinds of precautions are we going to take in light of this disaster to stop illnesses from developing ? ,Ki prekosyon pou nou pran fas a dezas sa poun anpeche maladi dvlop.,direct
3808,"I'm a young student in computer science, who has suffered a lot during and after the earthquake of January 12th. All my family has died an I feel alone. I wanted to live. ",MWEN SE YON JEN ETIDYAN AN ASYANS ENFOMATIK KI PASE ANPIL MIZE NAN TRANBLEMAN DE TE 12 JANVYE A TOUT FANMIM FIN MOURI MWEN SANTIM SEL MWEN TE VLE ALE VIV,direct
3809,I need information about aid and emergencies. ,Mwen bezwen enfomasyon sou ed an ijans,direct
3810,I'd like to get some information on how many earthquakes there have been in Haiti. ,MWEN TA REMEN GEN INFOMASYON SOU KANTITE TRANBLEMAN KI FET AN AYITI,direct
3811,Where can I find water and food in Carrefour? ,"Ki kote yap bay dlo, manje nan kafou?",direct
3812,What should people do when their house was cracked but hasn't fallen down in an area where the earthquake wasn't that strong? Answer please. ,Kouman moun kapap fe si kay yo fisire nan yon zon kote seism lan pat pase two fo?Repons. Mesi.,direct
3813,Get this message through - there are people in Fort Jacques on Route Kalbas who don't have a place to live and who don't have any food. What can we do in this case? ,FE MESAJ SA PASE GEN MOUN NAN FORT JACQUE SOU WOUT KALBAS KI PA GEN KAY EPI KI PA GEN MANJE SA YO KA FE NAN KA SA.,direct
3814,"We are the people they forgot in Haiti, we counted many hundreds of people who are in need, we made an organisation so that our voice can be heard, we are .. ","Nou se moun yo bliye pami moun ki nan ayiti, nou resanse plisy santan moun ki nan bezyen nou fe yon oganizasyon pou nou fe tande vwa nou, nou adrese e",direct
3815,"I lost my mother ,my brother, my sister,I went to La gonave,I am not from there I ask what I am doing there ",Mwen gen manman m ki pedu ak frem ak tout sem epi mwen pati ak yon zanmi mjus lagonav mwen pa moun zon nan mwen mande ki sam kafe,direct
3816,"..especially with PAM. For help with food, we are in the 5 communal sections of Petion Ville in Montagne Noire. This is OJDSC ",spsyalman avek PAM. Pou d nouriti nou nan 5 seksyon kominal petyon vil montay nwa se OJDSC.,direct
3817,"Good morning, I live in Port-au-Prince, I would like to know the address of the organization CHF. ","Bonjou, mwen abite p-au-p, mwen ta renmen konnen adres ganization CHF.",direct
3818,"garbledwhat is available? there are 190 of us. thank you in advance. we hope for a fast response, things are getting critical here. ",ki se ksk12jj3. nou disponib paske nou resanse 190moun deja. mesi davans nap tann repons rapid bagay yo komanse kritik.,direct
3819,"or a carpet with a blanket to have shelter from dew and rain, if there's a neighbourhood that never gets or hears anything it's ours in Jivna 3. Please brother, pass this message along for us, we have a comitee. ","ou yon tapi ak yon lenn poun ka pare lawouze, si gen yon katye pap ki pajanm nan bri senou nan jivna3 svp from fe mesajla pase pou nou, nougen yon komite",direct
3820,NOTES: regular gossip. Not an emergency.,Svp d yo ap bay yo pa rive sou nou nan jivna3 katye saa se yon katye ki vironnen ak boujwa klanf yo pa vire je gade nou.se sel world vision ki te ban,direct
3821,Can you send a little message to talk about the earthquake ? ,Est-ce que vous pouvez envoyer un petit message pour parler sur le saisme.,direct
3822,really dying from hunger thank you very much ,g-G mouri vre. Mercie bcp ! ! !,direct
3823,"Disorder, Lots of people getting beaten, there are people who are unconscious and lots of dead ",ezd. Anpil moun pran baton. . Genyen ki pedi konesans. gen anpil mo,direct
3824,a lot of people are victims even though it's in Pernier they did the rice distribution. On .. ,anpil moun viktim aloske se pernier yal f distribisyon diri. sou,direct
3825,"I need help, the earthquake is killing us, we don't have tarps or tents. ","Mwen bezwen ed, seren ap touye nou, nou pa gen prela ni tant",direct
3827,can you tell me how many people died during this event? ,ESKE NOU KAPAB DIM KANTITE MOUN KI MOURI PANDAN EVENEMAN,direct
3828,When with educational/scholarly activities start in the west and south-east because.. ,Kil aktivite skol a ap komanse nan lws ak sides paske e. ..,direct
3829,We need help tp move the big rubbles. Will we receive assistance in the form of tractors for the big concrete chunks? ,Noutarenmen konnen kijan pounou debarasenou ak dekonb yo ske yapbanou trakt pou retire gwo moso beton yo.,direct
3830,Help us in La Gonave. We need food! ,Aider nou la gonave nou besoin manger,direct
3831,Wants information about renewing a passport which is expired since 1994. ,"Eske pasp ki expire depi 1994, ka renouvle. .. Repons SVP",direct
3832,Good morning. Please provide us with some food in Fond Michel (Locality name) ,bjour mwen nan tanpri pote yon timange pou nou sil vous plait du cote fond michel le w fini,direct
3834,"I thought it was possible help would come from the forreigners here. Leogane, route .. ","Mwen te panse se te yon ed posib blan yo tapa bay la. Leogane, rout",direct
3836,"I want to know where I can find food, water, tents for about 150 of my brothers and sisters ","Mwen vle konnen ki kote mwen ka jwenn ed manje, dlo, tant pou anviwon 150 fanmi.",direct
3837,"The people of City Castro in the area of Mais Gate 10, on the field, are asking the humanitarian organisations to look this way. And we would suggest that those organisations alos put an office in each .. ","Moun Cite Castro nan zon Mais Gate 10, sou teren an ap mande enstans d imaniti yo voye je gade yo. E li ta sigjere menm enstans sa a mete yon biwo nan ch",direct
3838,"I need clothes, shoes, food. Right now. Ansdeno grandoie ",Mwen gen nesesite rad tenis manje aktylman la ansdeno grandwa. alino/alinou,direct
3839,"The people of ? need roads, electricity, medicine because there's an epidemic attacking them ",Pp lest nan nesesite rout elektrisite medikaman paske gen yon epidemi ki atakeyo,direct
3840,"..30 people in the neighborhood of the Montana, on the road to Bresilienne and arriving at 39 Denard, ask for Institute Forgere Jacques ",trant dans le carrefour montanna suivant la route conduisant  bresilienne et arrivant dans la localite de 39 denard demandez pour forgre jacques instit,direct
3841,Are there any free buses to P-a-P? ,eske toujou gen bis gratis pou moun ki pral an pwovens yo,direct
3842,In Miragoane many houses are destroyed ,nan miragwan ak zon ki sou kotel yo gen anpil kay kraze se yvon,direct
3843,hello I need to know if immigration is open thanks ,Bonjour mwen ta renmen konnen si immigration ouve svp mesi,direct
3845,"REDCROSS WE LIVE TORCEL,TABAR 70 IMPASSE DES LAURIERSET TULIPES NUMER 8,WE ARE 22 IN THE PLACE,WE HAVE NOTHING TO EAT WE NEED FOOD HELP HELP ","Att. Cx rouge us nou se sinistre. Nou abite torcel, tabar 70, imp des lauriers et tulipes #8. Nou 22 nan yon la cou, nou pa gen anyen. Nou bezwen nouriti,",direct
3846,Can someone go make a passport in DR for now? ,Eske yon moun ka al fe pasp sen domeng pou kounyeya?,direct
3847,HALLO I NEED TO KNOW THE INFOS TODAY ,Salut J'aimairais connaitre les informations que Je devrais connaitre auJourd'hui. SVP,direct
3848,"In the provinces there is never electricity, most of all in the region of Bas-Artibonite, in the commune of Verrettes ",NAN ZON PROVNS PAJANM GEN KOURAN SITOU BA LATIBONIT KOMININ VRT,direct
3849,Is it important to ignore people with Aids or Malaria? ,ske li enpotan pou meprize moun ki gen sida yo. oubyen moun ki gen malaria yo.,direct
3850,I need to know how the Aid is being distributed. ,M beswen enfomasyon sou jan ed ap distribye,direct
3851,Is there anyone giving blood here? ,Pa gen moun ki konn bay san la a,direct
3852,I would like to give blood but I'm all the way in Gros Morne ,mwen ta renmen bay san men mwen jis gro- m n,direct
3853,"Yes sir, I am in Petite Riviere, not PAP ","Wi mesye se nan tirivy mwen ye, mwen pa pap.",direct
3854,I want you to know that I'm living in Petit Goave. Thank you. ,Map fe nou konnen ke se tigwav map viv. Mesi.,direct
3855,"I am injured, I'm in the hospital right now ",Mwen blese nan lopital mwen ye kou nyeya,direct
3856,"Yes, I need help because I am a survivor. That would be very good for me. Please. ",Wi mwen bezwen ed paskem se yon eskape sa tap bon pou mwen anpil svp.,direct
3857,Our house turned to rubble and we are hungry. What can we do? ,"Kay nou kraze, nou grangou  kisa pou nou f?",direct
3858,I found medical care but now I'm hungry. Please send me something to eat. I'm in Chalkolimon Hospital. ,"Mwen jwenn swen se grankou mwen grankou kounyeya, voye manje pou mwen. mwen lopital chalkolimon.",direct
3859,"if someone never had aids,how can he protect himself? ",Si yon moun gen jam sida ki prevansyon li kpab pran,direct
3860,they want to find some information on what is really going on in Haiti and what exactly they have survived. ,Enfomasyon nou dwe konnen sou sa nap viv la,direct
3861,"(..) the wounded, but without (blood) transfusion. Thanks. ",i blese yo men san transfizyon. mesi.,direct
3862,It is not good for people should not receive blood transfusions. Alternate means of treatment can however be used to care for the people. Life is precious. That is the reason why all other efforts must be mustered to save the people ,San pa bon pou moun pran. Yo kapab itize lot metid pou pran swen moun yo. Lavi si presye se sak fe nou dwe mete tout kapasite nou genyen pou n sove moun k,direct
3863,"I don't have food to eat and above that, I should be giving blood. ",Mwen pa gen manje poum manj pi pou talbay san,direct
3864,"We are is desperate need of food, water and shelter. We have the will to struggle but we do not have the means. Please help! ","Nap tde anba grangou, swaf dlo epi nou nan soley nou bezwen tant. Nou gen volonte poun bay san an, men kondisyon nap viv la pa mande n fe sa. Ou kapab relen",direct
3865,We are in a very sad situation in Fontamara 43 in the area of Label (?). Hunger is killing the rest of the people who are left. Save us please ,"Nou nan you situation tres triste nan fontamara 43, zon labela. La faim ap tu rs moun ki rete yo. Sove nou tanpri.",direct
3866,"I am very happy to get the messages that tell me about the precautions I have to take. Thank you very much, If you could make it so that food comes my way it would be good because .. ",M byen kontan jwenn mesaj nou yo ki enfome m de tout prekosyon ki dwe pran. Mesi anpil. Si nou te ka fe yon ed alimant rive jwenn mwen li tap bon paske,direct
3868,"I need help, I have a one year old child and I can't find enough water or food for him and my wife, I have to spend the day at my .. ",JAI BESOIN DAIDE. JAI UN ENFANT DE UN AN ET JE NE TROUVE PAS ASSEZ DEAU ET DE NOURRITURE POUR LUI ET MA FEMME. JE SUIS OBLIGE DE PASSER LA JOURNEE CHEZ MON,direct
3869,Someone just called me and told me there were alive under a supermarket help ,Mwen gen yon moun ki relem dim li vivan toujou nan yon maket sa nou ka fe pou li.,direct
3870,Which cream is good for skin blemishes? ,KI REME D KIBON POU TACH SOU PO,direct
3871,NOTES: Gossip. Not an emergency.,SE VANT NOU KI PLEN .PAVOYE MESAY ANKO SOU TE LEFON MWEN AN.MESI.,direct
3872,Today there is a lot of civil unrest. We need police assistance ,Jodia nan lokalite m yo gen anpil 2zd ki komt aktyel. men nou bezwen sip lapolis.,direct
3874,Are there flights from Haiti to the United States? ,ESKE GENYEN VWAYAJ POU ETA ZINI NAN PEYI A,direct
3875,We are members of the organisation OCHANH. We see that people are complaining that they are hungry. The government must do something now. ,NOU SE REPREZANTAN OGANISASYON OCHANH NOU WE KE MOUN AP PLENYEN GRANGOU TOUT LAJOUNEN. FOK LETA FE YON TI ENTEVANSYON KOUNYE A.,direct
3876,Where can an HIV test be made? ,Ki bo ou ka ale fe test vih/sida?,direct
3877,NOTES: Personal comment. Not an emergency.,i presizeman nan empas soya nou pa jwenn anyen kom d nap mande nou pou yo panse ave nou viktim nan katastwof la tou mesi,direct
3878,NOTES: Personal opinion. Not an emergency.,Mwen voye mande sil vou pli pou nou f koun konnen pou nou bay blan peyi pou yo rekonstwil paske gouvneman sa pap ka fe anyen epi noumen m ki nan sat pl,direct
3880,I am in need of a shelter (tent) for my baby. She has a cold. Thanks for helping me ,I need info. J'ai besoin d'une tente pour mon bebe. please. elle a la rhume. Thank you for helping me. Helve lubin,direct
3881,just give your blood I did longtime ago ,Js bay san an e mwen te gentan f l depi byen lontan.,direct
3882,"I am in Carefour Feuilles, Dkayet neighborhood. We need potable water because diarrhea is rampant here and is undermining our health. ",Mwen nan kafou fy zon dekayt nou beswen dlo potab paske dyare ap fini ave nou.,direct
3882,"I am in Carefour Feuilles, Dkayet neighborhood. We need potable water because diarrhea is rampant here and is undermining our health. ",Mwen nan kafou fy zon dekayt nou beswen dlo potab paske dyare ap fini ave nou.,direct
